Index,Zip Code,Students Standard Exceeded_math2021,Students Standard Met_math2021,Students Standard Met and Above_math2021,Students Standard Nearly Met_math2021,Students Standard Not Met_math2021,Students with Scores_math2021,Percentage Standard Exceeded_math2021,Percentage Standard Met_math2021,Percentage Standard Met and Above_math2021,Percentage Standard Nearly Met_math2021,Percentage Standard Not Met_math2021,Median Mortgage
241,92118,361,365,726,288,159,1173,30.77578858,31.11679454,61.89258312,24.55242967,13.55498721,1656900
242,92122,11,5,16,7,4,27,40.74074074,18.51851852,59.25925926,25.92592593,14.81481481,780000
243,92123,134,135,269,137,144,550,24.36363636,24.54545455,48.90909091,24.90909091,26.18181818,600900
244,92131,33,31,64,22,32,118,27.96610169,26.27118644,54.23728814,18.6440678,27.11864407,885500
245,92154,290,642,932,1179,2313,4424,6.555153707,14.51175407,21.06690778,26.65009042,52.28300181,477900
246,92173,3,18,21,66,268,355,0.845070423,5.070422535,5.915492958,18.5915493,75.49295775,388700
247,92201,32,123,155,271,518,944,3.389830508,13.02966102,16.41949153,28.70762712,54.87288136,272400
248,92223,227,418,645,721,1010,2376,9.553872054,17.59259259,27.14646465,30.34511785,42.50841751,354000
249,92227,43,86,129,136,174,439,9.79498861,19.58997722,29.38496583,30.97949886,39.63553531,226700
250,92231,67,123,190,177,290,657,10.1978691,18.72146119,28.91933029,26.94063927,44.14003044,233300
251,92233,11,34,45,126,330,501,2.195608782,6.786427146,8.982035928,25.1497006,65.86826347,158400
252,92234,24,67,91,121,330,542,4.42804428,12.36162362,16.7896679,22.32472325,60.88560886,325200
253,92236,128,324,452,929,2319,3700,3.459459459,8.756756757,12.21621622,25.10810811,62.67567568,262300
254,92240,12,33,45,45,81,171,7.01754386,19.29824561,26.31578947,26.31578947,47.36842105,230300
255,92243,195,330,525,537,664,1726,11.29779838,19.1193511,30.41714948,31.11239861,38.47045191,216700
256,92249,61,120,181,220,386,787,7.750952986,15.24777637,22.99872935,27.95425667,49.04701398,220200
257,92250,5,31,36,53,33,122,4.098360656,25.40983607,29.50819672,43.44262295,27.04918033,234300
258,92251,88,308,396,627,893,1916,4.592901879,16.07515658,20.66805846,32.72442589,46.60751566,271600
259,92252,4,11,15,32,95,142,2.816901408,7.746478873,10.56338028,22.53521127,66.90140845,217900
260,92253,44,113,157,178,234,569,7.732864675,19.85940246,27.59226714,31.28295255,41.12478032,453600
261,92254,20,59,79,184,680,943,2.120890774,6.256627784,8.377518558,19.51219512,72.11028632,160400
262,92257,0,2,2,5,22,29,0,6.896551724,6.896551724,17.24137931,75.86206897,57800
263,92260,148,198,346,213,191,750,19.73333333,26.4,46.13333333,28.4,25.46666667,363400
264,92262,28,69,97,88,142,327,8.562691131,21.10091743,29.66360856,26.91131498,43.42507645,447800
265,92264,2,6,8,2,25,35,5.714285714,17.14285714,22.85714286,5.714285714,71.42857143,386800
266,92270,12,34,46,82,183,311,3.8585209,10.93247588,14.79099678,26.36655949,58.84244373,570400
267,92273,6,22,28,51,168,247,2.429149798,8.906882591,11.33603239,20.64777328,68.01619433,158800
268,92274,62,206,268,534,1415,2217,2.796571944,9.291835814,12.08840776,24.08660352,63.82498872,113200
269,92275,4,25,29,63,296,388,1.030927835,6.443298969,7.474226804,16.2371134,76.28865979,145600
270,92277,27,41,68,67,148,283,9.540636042,14.48763251,24.02826855,23.67491166,52.29681979,158900
271,92281,3,24,27,45,157,229,1.310043668,10.48034934,11.79039301,19.65065502,68.55895197,160600
272,92284,21,45,66,135,344,545,3.853211009,8.256880734,12.11009174,24.7706422,63.11926606,225100
273,92301,20,23,43,79,121,243,8.230452675,9.465020576,17.69547325,32.51028807,49.79423868,238600
274,92307,14,25,39,30,30,99,14.14141414,25.25252525,39.39393939,30.3030303,30.3030303,301700
275,92309,3,6,9,13,37,59,5.084745763,10.16949153,15.25423729,22.03389831,62.71186441,86300
276,92311,66,217,283,543,1732,2558,2.580140735,8.483189992,11.06333073,21.2275215,67.70914777,144900
277,92313,44,94,138,189,399,726,6.060606061,12.9476584,19.00826446,26.03305785,54.95867769,378100
278,92314,28,45,73,51,95,219,12.78538813,20.54794521,33.33333333,23.28767123,43.37899543,307100
279,92315,69,105,174,235,338,747,9.236947791,14.0562249,23.29317269,31.45917001,45.2476573,467800
280,92316,73,184,257,355,959,1571,4.646721833,11.71228517,16.359007,22.59707193,61.04392107,339100
281,92324,37,116,153,283,737,1173,3.1543052,9.889173061,13.04347826,24.12617221,62.83034953,326000
282,92327,4,9,13,22,30,65,6.153846154,13.84615385,20,33.84615385,46.15384615,151700
283,92337,2,8,10,71,287,368,0.543478261,2.173913043,2.717391304,19.29347826,77.98913043,403600
284,92339,12,11,23,19,4,46,26.08695652,23.91304348,50,41.30434783,8.695652174,335700
285,92342,34,95,129,188,253,570,5.964912281,16.66666667,22.63157895,32.98245614,44.38596491,266100
286,92344,21,66,87,105,238,430,4.88372093,15.34883721,20.23255814,24.41860465,55.34883721,345700
287,92345,102,312,414,600,1339,2353,4.334891628,13.25966851,17.59456014,25.49936252,56.90607735,277100
288,92346,3,33,36,86,321,443,0.677200903,7.449209932,8.126410835,19.41309255,72.46049661,367300
289,92352,30,53,83,162,393,638,4.702194357,8.307210031,13.00940439,25.39184953,61.59874608,457800
290,92356,118,214,332,409,673,1414,8.345120226,15.13437058,23.47949081,28.92503536,47.59547383,169100
291,92363,0,12,12,22,78,112,0,10.71428571,10.71428571,19.64285714,69.64285714,125400
292,92365,6,8,14,11,16,41,14.63414634,19.51219512,34.14634146,26.82926829,39.02439024,117600
293,92368,1,8,9,20,62,91,1.098901099,8.791208791,9.89010989,21.97802198,68.13186813,259800
294,92376,30,153,183,240,398,821,3.65408039,18.63580999,22.28989038,29.23264312,48.4774665,332100
295,92377,39,75,114,111,137,362,10.77348066,20.71823204,31.49171271,30.66298343,37.84530387,418300
296,92391,0,5,5,14,92,111,0,4.504504505,4.504504505,12.61261261,82.88288288,277100
297,92399,232,267,499,250,206,955,24.29319372,27.95811518,52.2513089,26.17801047,21.57068063,368400
298,92404,10,21,31,48,172,251,3.984063745,8.366533865,12.35059761,19.12350598,68.52589641,289900
299,92405,5,9,14,15,6,35,14.28571429,25.71428571,40,42.85714286,17.14285714,277800
300,92410,16,37,53,64,84,201,7.960199005,18.4079602,26.3681592,31.84079602,41.79104478,207500
301,92501,0,3,3,11,192,206,0,1.45631068,1.45631068,5.339805825,93.2038835,358700
302,92530,16,39,55,65,116,236,6.779661017,16.52542373,23.30508475,27.54237288,49.15254237,368200
303,92532,28,46,74,37,41,152,18.42105263,30.26315789,48.68421053,24.34210526,26.97368421,413400
304,92539,4,8,12,24,24,60,6.666666667,13.33333333,20,40,40,242300
305,92543,29,23,52,28,62,142,20.42253521,16.1971831,36.61971831,19.71830986,43.66197183,169000
306,92544,15,48,63,105,163,331,4.531722054,14.50151057,19.03323263,31.72205438,49.24471299,271700
307,92545,17,69,86,140,293,519,3.275529865,13.29479769,16.57032755,26.97495183,56.45472062,252000
308,92553,7,33,40,70,184,294,2.380952381,11.2244898,13.60544218,23.80952381,62.58503401,321800
309,92562,7,12,19,10,20,49,14.28571429,24.48979592,38.7755102,20.40816327,40.81632653,478500
310,92567,27,44,71,46,37,154,17.53246753,28.57142857,46.1038961,29.87012987,24.02597403,379400
311,92570,28,122,150,283,669,1102,2.540834846,11.0707804,13.61161525,25.68058076,60.70780399,326200
312,92571,8,29,37,66,75,178,4.494382022,16.29213483,20.78651685,37.07865169,42.13483146,336100
313,92583,72,216,288,411,629,1328,5.421686747,16.26506024,21.68674699,30.94879518,47.36445783,251700
314,92584,59,116,175,120,137,432,13.65740741,26.85185185,40.50925926,27.77777778,31.71296296,422000
315,92585,20,74,94,143,211,448,4.464285714,16.51785714,20.98214286,31.91964286,47.09821429,371400
316,92590,98,101,199,127,167,493,19.87829615,20.48681542,40.36511156,25.76064909,33.87423935,1071800
317,92592,47,86,133,127,113,373,12.60053619,23.05630027,35.65683646,34.04825737,30.29490617,522400
318,92595,53,91,144,150,207,501,10.57884232,18.16367265,28.74251497,29.94011976,41.31736527,417300
319,92596,128,168,296,170,113,579,22.10708117,29.01554404,51.12262522,29.36096718,19.5164076,475400
320,92602,279,152,431,107,113,651,42.85714286,23.34869432,66.20583717,16.43625192,17.35791091,933600
321,92604,269,138,407,79,75,561,47.95008913,24.59893048,72.54901961,14.08199643,13.36898396,818400
322,92606,292,196,488,94,119,701,41.65477889,27.96005706,69.61483595,13.40941512,16.97574893,853800
323,92612,217,81,298,34,16,348,62.35632184,23.27586207,85.63218391,9.770114943,4.597701149,789000
324,92618,126,49,175,30,24,229,55.02183406,21.39737991,76.41921397,13.10043668,10.48034934,960800
325,92620,201,81,282,44,51,377,53.31564987,21.48541114,74.80106101,11.67108753,13.52785146,982000
326,92625,132,107,239,73,47,359,36.76880223,29.80501393,66.57381616,20.33426184,13.09192201,2000000
327,92626,469,533,1002,743,896,2641,17.75842484,20.18174934,37.94017418,28.13328285,33.92654298,842500
328,92627,449,557,1006,740,938,2684,16.72876304,20.75260805,37.48137109,27.57078987,34.94783905,842100
329,92629,82,86,168,107,106,381,21.52230971,22.57217848,44.09448819,28.0839895,27.82152231,981600
330,92630,164,137,301,143,106,550,29.81818182,24.90909091,54.72727273,26,19.27272727,694800
331,92646,135,129,264,78,36,378,35.71428571,34.12698413,69.84126984,20.63492063,9.523809524,814900
332,92647,15,18,33,27,37,97,15.46391753,18.55670103,34.02061856,27.83505155,38.1443299,793300
333,92648,163,121,284,68,44,396,41.16161616,30.55555556,71.71717172,17.17171717,11.11111111,985800
334,92649,84,77,161,66,47,274,30.65693431,28.10218978,58.75912409,24.08759124,17.15328467,885000
335,92653,56,63,119,85,102,306,18.30065359,20.58823529,38.88888889,27.77777778,33.33333333,771800
336,92656,226,188,414,201,185,800,28.25,23.5,51.75,25.125,23.125,679300
337,92657,113,66,179,40,16,235,48.08510638,28.08510638,76.17021277,17.0212766,6.808510638,2000000
338,92660,487,392,879,335,348,1562,31.17797695,25.09603073,56.27400768,21.446863,22.27912932,1905400
339,92661,70,50,120,37,17,174,40.22988506,28.73563218,68.96551724,21.26436782,9.770114943,2000000
340,92663,370,366,736,372,406,1514,24.43857332,24.17437252,48.61294584,24.57067371,26.81638045,1590000
341,92673,124,159,283,144,123,550,22.54545455,28.90909091,51.45454545,26.18181818,22.36363636,972200
342,92675,142,150,292,165,239,696,20.40229885,21.55172414,41.95402299,23.70689655,34.33908046,770000
343,92683,280,267,547,201,197,945,29.62962963,28.25396825,57.88359788,21.26984127,20.84656085,651200
344,92688,151,148,299,112,66,477,31.65618449,31.02725367,62.68343816,23.48008386,13.83647799,673400
345,92691,260,201,461,186,214,861,30.19744483,23.34494774,53.54239257,21.60278746,24.85481998,750800
346,92692,232,167,399,160,115,674,34.42136499,24.77744807,59.19881306,23.7388724,17.06231454,795500
347,92701,429,290,719,371,570,1660,25.84337349,17.46987952,43.31325301,22.34939759,34.3373494,521700
348,92703,4,17,21,88,390,499,0.801603206,3.406813627,4.208416834,17.63527054,78.15631263,486000
349,92704,244,477,721,729,1004,2454,9.942950285,19.43765281,29.3806031,29.70660147,40.91279544,534800
350,92705,99,122,221,136,237,594,16.66666667,20.53872054,37.20538721,22.8956229,39.8989899,914900
351,92706,47,90,137,106,89,332,14.15662651,27.10843373,41.26506024,31.92771084,26.80722892,673300
352,92707,23,61,84,154,327,565,4.07079646,10.79646018,14.86725664,27.25663717,57.87610619,539700
353,92708,326,232,558,171,188,917,35.55070883,25.29989095,60.85059978,18.64776445,20.50163577,816900
354,92780,41,104,145,165,303,613,6.688417618,16.96574225,23.65415987,26.91680261,49.42903752,669400
355,92801,56,135,191,265,566,1022,5.479452055,13.20939335,18.6888454,25.9295499,55.3816047,543200
356,92802,37,53,90,168,480,738,5.013550136,7.181571816,12.19512195,22.76422764,65.04065041,577500
357,92804,368,503,871,878,1892,3641,10.10711343,13.81488602,23.92199945,24.11425433,51.96374622,594400
358,92805,61,146,207,384,957,1548,3.940568475,9.431524548,13.37209302,24.80620155,61.82170543,583800
359,92806,43,166,209,373,1057,1639,2.623550946,10.12812691,12.75167785,22.75777913,64.49054301,623300
360,92807,186,208,394,213,228,835,22.2754491,24.91017964,47.18562874,25.50898204,27.30538922,731100
361,92808,341,227,568,311,219,1098,31.0564663,20.67395264,51.73041894,28.32422587,19.94535519,807100
362,92821,334,267,601,311,349,1261,26.48691515,21.17367169,47.66058684,24.6629659,27.67644726,700900
363,92831,379,112,491,84,148,723,52.42047026,15.49100968,67.91147994,11.61825726,20.47026279,676300
364,92832,70,118,188,130,86,404,17.32673267,29.20792079,46.53465347,32.17821782,21.28712871,615300
365,92833,234,134,368,122,88,578,40.48442907,23.183391,63.66782007,21.10726644,15.22491349,686700
366,92840,107,120,227,118,164,509,21.021611,23.57563851,44.59724951,23.1827112,32.22003929,590900
367,92841,44,68,112,115,284,511,8.610567515,13.3072407,21.91780822,22.50489237,55.57729941,609900
368,92843,22,72,94,98,199,391,5.626598465,18.41432225,24.04092072,25.06393862,50.89514066,570200
369,92844,101,128,229,97,133,459,22.0043573,27.88671024,49.89106754,21.1328976,28.97603486,545400
370,92845,78,64,142,83,86,311,25.08038585,20.57877814,45.65916399,26.68810289,27.65273312,668900
371,92861,92,87,179,146,191,516,17.82945736,16.86046512,34.68992248,28.29457364,37.01550388,1287100
372,92867,21,60,81,121,339,541,3.881700555,11.09057301,14.97227357,22.36598891,62.66173752,780900
373,92869,119,127,246,131,143,520,22.88461538,24.42307692,47.30769231,25.19230769,27.5,770700
374,92870,281,210,491,250,273,1014,27.71203156,20.71005917,48.42209073,24.65483235,26.92307692,696700
375,92880,3,3,6,4,13,23,13.04347826,13.04347826,26.08695652,17.39130435,56.52173913,601700
376,92883,15,14,29,15,15,59,25.42372881,23.72881356,49.15254237,25.42372881,25.42372881,538500
377,92886,155,105,260,104,76,440,35.22727273,23.86363636,59.09090909,23.63636364,17.27272727,864700
378,93001,226,257,483,397,805,1685,13.41246291,15.25222552,28.66468843,23.56083086,47.77448071,630400
379,93003,450,579,1029,824,1158,3011,14.94520093,19.22949186,34.17469279,27.36632348,38.45898373,617700
380,93004,118,174,292,237,253,782,15.08951407,22.25063939,37.34015345,30.30690537,32.35294118,608100
381,93010,453,608,1061,798,925,2784,16.27155172,21.83908046,38.11063218,28.6637931,33.22557471,662300
382,93012,555,531,1086,570,584,2240,24.77678571,23.70535714,48.48214286,25.44642857,26.07142857,657700
383,93013,65,131,196,202,331,729,8.916323731,17.96982167,26.8861454,27.70919067,45.40466392,822400
384,93021,569,634,1203,767,842,2812,20.23470839,22.54623044,42.78093883,27.27596017,29.943101,690900
385,93022,22,41,63,56,67,186,11.82795699,22.04301075,33.87096774,30.10752688,36.02150538,610500
386,93023,41,93,134,161,174,469,8.742004264,19.82942431,28.57142857,34.32835821,37.10021322,692700
387,93030,40,105,145,223,466,834,4.79616307,12.58992806,17.38609113,26.73860911,55.87529976,530000
388,93033,55,139,194,243,389,826,6.658595642,16.82808717,23.48668281,29.4188862,47.09443099,442700
389,93036,170,486,656,1046,2243,3945,4.309252218,12.31939163,16.62864385,26.51457541,56.85678074,527700
390,93060,29,62,91,124,255,470,6.170212766,13.19148936,19.36170213,26.38297872,54.25531915,446700
391,93063,368,512,880,702,781,2363,15.57342361,21.66737198,37.2407956,29.70799831,33.05120609,626900
392,93065,1559,2319,3878,3416,5076,12370,12.60307195,18.74696847,31.35004042,27.61519806,41.03476152,642900
393,93066,19,25,44,29,43,116,16.37931034,21.55172414,37.93103448,25,37.06896552,1068500
394,93067,2,7,9,7,2,18,11.11111111,38.88888889,50,38.88888889,11.11111111,1875000
395,93103,5,17,22,38,52,112,4.464285714,15.17857143,19.64285714,33.92857143,46.42857143,1117000
396,93108,208,85,293,27,6,326,63.80368098,26.07361963,89.87730061,8.282208589,1.840490798,2000000
397,93117,3,5,8,6,1,15,20,33.33333333,53.33333333,40,6.666666667,838300
398,93202,14,68,82,145,337,564,2.482269504,12.05673759,14.53900709,25.70921986,59.75177305,187500
399,93203,34,58,92,136,295,523,6.500956023,11.08986616,17.59082218,26.00382409,56.40535373,192800
400,93204,10,54,64,203,740,1007,0.993048659,5.362462761,6.35551142,20.15888779,73.48560079,180200
401,93210,4,26,30,50,115,195,2.051282051,13.33333333,15.38461538,25.64102564,58.97435897,203100
402,93212,38,167,205,434,1043,1682,2.25921522,9.928656361,12.18787158,25.80261593,62.00951249,176400
403,93215,199,342,541,521,788,1850,10.75675676,18.48648649,29.24324324,28.16216216,42.59459459,215100
404,93219,13,37,50,109,437,596,2.181208054,6.208053691,8.389261745,18.2885906,73.32214765,162500
405,93223,23,79,102,223,857,1182,1.945854484,6.68358714,8.629441624,18.86632826,72.50423012,189100
406,93224,6,7,13,24,18,55,10.90909091,12.72727273,23.63636364,43.63636364,32.72727273,152200
407,93230,493,838,1331,1238,1751,4320,11.41203704,19.39814815,30.81018519,28.65740741,40.53240741,252300
408,93235,14,61,75,86,166,327,4.281345566,18.65443425,22.93577982,26.29969419,50.76452599,175600
409,93242,3,32,35,63,232,330,0.909090909,9.696969697,10.60606061,19.09090909,70.3030303,264100
410,93243,3,26,29,57,152,238,1.260504202,10.92436975,12.18487395,23.94957983,63.86554622,359400
411,93244,20,44,64,57,92,213,9.389671362,20.657277,30.04694836,26.76056338,43.19248826,177800
412,93245,425,624,1049,853,1022,2924,14.53488372,21.34062927,35.875513,29.17236662,34.95212038,261400
413,93249,17,48,65,124,230,419,4.057279236,11.45584726,15.51312649,29.59427208,54.89260143,149100
414,93250,54,160,214,412,1149,1775,3.042253521,9.014084507,12.05633803,23.21126761,64.73239437,203700
415,93252,571,889,1460,1459,2381,5300,10.77358491,16.77358491,27.54716981,27.52830189,44.9245283,151100
416,93254,3,3,6,18,63,87,3.448275862,3.448275862,6.896551724,20.68965517,72.4137931,182200
417,93256,9,64,73,148,341,562,1.601423488,11.38790036,12.98932384,26.33451957,60.67615658,162700
418,93257,74,257,331,435,1219,1985,3.727959698,12.94710327,16.67506297,21.91435768,61.41057935,211800
419,93261,4,12,16,48,283,347,1.152737752,3.458213256,4.610951009,13.83285303,81.55619597,127600
420,93263,97,254,351,559,1385,2295,4.226579521,11.06753813,15.29411765,24.35729847,60.34858388,206700
421,93265,23,36,59,61,57,177,12.99435028,20.33898305,33.33333333,34.46327684,32.20338983,305900
422,93267,26,100,126,225,539,890,2.921348315,11.23595506,14.15730337,25.28089888,60.56179775,143000
423,93268,3,11,14,39,126,179,1.675977654,6.145251397,7.82122905,21.7877095,70.39106145,164200
424,93270,20,69,89,124,347,560,3.571428571,12.32142857,15.89285714,22.14285714,61.96428571,221700
425,93271,15,24,39,21,22,82,18.29268293,29.26829268,47.56097561,25.6097561,26.82926829,333600
426,93274,290,791,1081,1806,4364,7251,3.999448352,10.90884016,14.90828851,24.90690939,60.1848021,246600
427,93277,56,60,116,108,163,387,14.47028424,15.50387597,29.97416021,27.90697674,42.11886305,256600
428,93280,20,74,94,137,458,689,2.90275762,10.74020319,13.64296081,19.8838897,66.47314949,188300
429,93286,26,89,115,191,550,856,3.037383178,10.39719626,13.43457944,22.31308411,64.25233645,232800
430,93287,0,3,3,5,5,13,0,23.07692308,23.07692308,38.46153846,38.46153846,221900
431,93291,66,108,174,109,138,421,15.67695962,25.65320665,41.33016627,25.89073634,32.77909739,294800
432,93292,37,54,91,120,272,483,7.660455487,11.18012422,18.84057971,24.8447205,56.31469979,252500
433,93301,2,20,22,75,266,363,0.550964187,5.509641873,6.060606061,20.66115702,73.27823691,190600
434,93308,6,35,41,130,399,570,1.052631579,6.140350877,7.192982456,22.80701754,70,242800
435,93311,22,59,81,154,265,500,4.4,11.8,16.2,30.8,53,324800
436,93313,17,77,94,159,244,497,3.420523139,15.49295775,18.91348089,31.99195171,49.0945674,283400
437,93314,69,127,196,186,226,608,11.34868421,20.88815789,32.23684211,30.59210526,37.17105263,412200
438,93401,181,208,389,204,152,745,24.29530201,27.91946309,52.2147651,27.38255034,20.40268456,775100
439,93402,156,194,350,212,178,740,21.08108108,26.21621622,47.2972973,28.64864865,24.05405405,616100
440,93405,503,366,869,373,418,1660,30.30120482,22.04819277,52.34939759,22.46987952,25.18072289,753500
441,93426,2,3,5,4,4,13,15.38461538,23.07692308,38.46153846,30.76923077,30.76923077,446200
442,93428,22,33,55,74,146,275,8,12,20,26.90909091,53.09090909,705200
443,93430,22,28,50,26,28,104,21.15384615,26.92307692,48.07692308,25,26.92307692,896700
444,93434,20,62,82,200,515,797,2.509410289,7.779171895,10.28858218,25.09410289,64.61731493,337100
445,93436,7,4,11,5,3,19,36.84210526,21.05263158,57.89473684,26.31578947,15.78947368,373600
446,93441,35,36,71,13,13,97,36.08247423,37.11340206,73.19587629,13.40206186,13.40206186,927500
447,93442,38,72,110,79,100,289,13.14878893,24.91349481,38.06228374,27.33564014,34.60207612,711900
448,93446,62,74,136,117,218,471,13.16348195,15.71125265,28.87473461,24.84076433,46.28450106,502500
449,93451,25,68,93,64,64,221,11.31221719,30.76923077,42.08144796,28.95927602,28.95927602,427400
450,93455,23,35,58,36,24,118,19.49152542,29.66101695,49.15254237,30.50847458,20.33898305,452600
451,93460,11,40,51,80,79,210,5.238095238,19.04761905,24.28571429,38.0952381,37.61904762,962500
452,93463,68,89,157,98,86,341,19.94134897,26.09970674,46.04105572,28.73900293,25.21994135,892900
453,93465,27,45,72,55,62,189,14.28571429,23.80952381,38.0952381,29.1005291,32.8042328,763200
454,93510,10,12,22,23,63,108,9.259259259,11.11111111,20.37037037,21.2962963,58.33333333,589000
455,93513,4,9,13,21,48,82,4.87804878,10.97560976,15.85365854,25.6097561,58.53658537,269600
456,93514,100,153,253,270,426,949,10.5374078,16.12223393,26.65964173,28.45100105,44.88935722,337700
457,93516,6,17,23,49,121,193,3.10880829,8.808290155,11.91709845,25.38860104,62.69430052,74500
458,93517,8,5,13,8,10,31,25.80645161,16.12903226,41.93548387,25.80645161,32.25806452,254200
459,93518,2,2,4,5,16,25,8,8,16,20,64,235800
460,93523,48,87,135,178,225,538,8.921933086,16.17100372,25.0929368,33.08550186,41.82156134,81200
461,93527,2,13,15,35,57,107,1.869158879,12.14953271,14.01869159,32.71028037,53.27102804,212100
462,93532,9,19,28,35,27,90,10,21.11111111,31.11111111,38.88888889,30,318700
463,93534,4,18,22,51,157,230,1.739130435,7.826086957,9.565217391,22.17391304,68.26086957,257600
464,93535,6,15,21,85,457,563,1.065719361,2.664298401,3.730017762,15.09769094,81.1722913,241800
465,93541,11,19,30,18,21,69,15.94202899,27.53623188,43.47826087,26.08695652,30.43478261,216300
466,93545,13,37,50,52,63,165,7.878787879,22.42424242,30.3030303,31.51515152,38.18181818,197600
467,93546,8,11,19,20,29,68,11.76470588,16.17647059,27.94117647,29.41176471,42.64705882,493800
468,93550,9,23,32,77,341,450,2,5.111111111,7.111111111,17.11111111,75.77777778,280900
469,93555,230,375,605,654,1129,2388,9.631490787,15.70351759,25.33500838,27.38693467,47.27805695,194600
470,93561,106,250,356,388,641,1385,7.653429603,18.05054152,25.70397112,28.01444043,46.28158845,295000
471,93562,6,6,12,25,79,116,5.172413793,5.172413793,10.34482759,21.55172414,68.10344828,57600
472,93601,12,37,49,61,57,167,7.185628743,22.15568862,29.34131737,36.52694611,34.13173653,327800
473,93602,11,16,27,17,13,57,19.29824561,28.07017544,47.36842105,29.8245614,22.80701754,291300
474,93608,3,12,15,28,66,109,2.752293578,11.00917431,13.76146789,25.68807339,60.55045872,154600
475,93609,50,114,164,201,433,798,6.26566416,14.28571429,20.55137845,25.18796992,54.26065163,206000
476,93610,46,85,131,141,128,400,11.5,21.25,32.75,35.25,32,250600
477,93614,20,36,56,102,195,353,5.66572238,10.19830028,15.86402266,28.89518414,55.2407932,307300
478,93615,12,30,42,69,206,317,3.785488959,9.463722397,13.24921136,21.76656151,64.98422713,171900
479,93618,61,123,184,241,402,827,7.376058041,14.87303507,22.24909311,29.14147521,48.60943168,237000
480,93620,24,89,113,264,622,999,2.402402402,8.908908909,11.31131131,26.42642643,62.26226226,267700
481,93622,28,119,147,325,716,1188,2.356902357,10.01683502,12.37373737,27.35690236,60.26936027,185900
482,93625,112,227,339,356,534,1229,9.113100081,18.47030106,27.58340114,28.96663954,43.44995932,298100
